occurrence_year,occurrence_date,division,age_bias,race_bias,religion_bias,sexual_orientation_bias,gender_bias,primary_offence,arrest_made,bias_type
2020,2020-02-02,D51,NO,NA,Sikh,NA,NA,Assault,NO,Religious
2020,2020-02-07,D51,NO,NA,NA,NA,NA,Robbery,YES,Age
2020,2020-02-07,D11,NO,NA,Christian Orthodox,NA,NA,"Mischief To Religious Property, Educational Institutions, Etc.",NO,Religious
2020,2020-02-11,D51,NO,NA,NA,Gay,NA,Mischief Under $5000,NO,Sexual Orientation
2020,2020-02-11,NSA,NO,NA,NA,NA,NA,Mischief Interfere With Property,NO,Age
2020,2020-02-18,D14,NO,NA,Muslim,NA,NA,Criminal Harassment,NO,Religious
2020,2020-02-21,D11,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2020,2020-02-24,D53,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2020,2020-02-28,D22,NO,NA,NA,2SLGBTQ+,NA,Uttering Threats - Bodily Harm,YES,Sexual Orientation
2020,2020-03-02,D31,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2020,2020-03-08,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2020,2020-03-09,D53,NO,NA,NA,2SLGBTQ+,NA,Criminal Harassment,NO,Sexual Orientation
2020,2020-03-09,NSA,NO,NA,Jewish,2SLGBTQ+,NA,Mischief Under $5000,NO,Religious
2020,2020-03-17,D51,NO,East/Southeast Asian,NA,NA,NA,Uttering Threats - Bodily Harm,NO,Racial
2020,2020-03-26,D14,NO,NA,NA,NA,NA,Mischief Under $5000,NO,Age
2020,2020-03-30,D32,NO,NA,Jewish,NA,NA,Disturbing Religious Worship Or Certain Meetings,NO,Religious
2020,2020-04-02,D41,NO,NA,NA,NA,NA,Mischief Under $5000,NO,Age
2020,2020-04-03,D13,NO,NA,Jewish,NA,NA,Disturbing Religious Worship Or Certain Meetings,NO,Religious
2020,2020-04-04,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2020,2020-04-04,D14,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2020,2020-04-05,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2020,2020-04-08,D52,NO,"Black, East/Southeast Asian",NA,NA,NA,Assault With a Weapon,NO,Racial
2020,2020-04-08,D11,NO,Black,NA,NA,NA,Assault,YES,Racial
2020,2020-04-19,D13,NO,NA,Jewish,NA,NA,Disturbing Religious Worship Or Certain Meetings,NO,Religious
2020,2020-04-21,D55,NO,NA,NA,Gay,NA,Mischief Under $5000,NO,Sexual Orientation
2020,2020-04-22,D51,NO,NA,NA,NA,Transgender Woman (Identifies As Woman),Criminal Harassment,NO,Gender
2020,2020-04-23,D51,NO,NA,NA,Gay,NA,Uttering Threats - Bodily Harm,NO,Sexual Orientation
2020,2020-04-25,D55,NO,NA,NA,NA,NA,Assault,NO,Age
2020,2020-04-25,D55,NO,NA,NA,NA,Transgender Man (Identifies As Man),Criminal Harassment,NO,Gender
2020,2020-05-01,D13,NO,NA,Jewish,NA,NA,Disturbing Religious Worship Or Certain Meetings,NO,Religious
2020,2020-05-05,D32,NO,NA,Jewish,NA,NA,Disturbing Religious Worship Or Certain Meetings,NO,Religious
2020,2020-05-07,D22,NO,NA,NA,NA,NA,Assault,YES,Age
2020,2020-05-10,D31,NO,Black,NA,NA,NA,Harassing Communications,NO,Racial
2020,2020-05-15,D55,NO,Black,Jewish,NA,NA,Disturbing Religious Worship Or Certain Meetings,NO,Racial
2020,2020-05-16,D52,NO,NA,NA,Gay,NA,Criminal Harassment,YES,Sexual Orientation
2020,2020-05-16,D55,NO,NA,Muslim,NA,NA,Uttering Threats - Property,NO,Religious
2020,2020-05-18,D32,NO,Black,Jewish,NA,NA,Disturbing Religious Worship Or Certain Meetings,NO,Racial
2020,2020-05-21,D52,NO,East/Southeast Asian,NA,NA,NA,Assault,YES,Racial
2020,2020-05-22,D51,NO,NA,NA,Gay,NA,Mischief Under $5000,YES,Sexual Orientation
2020,2020-05-23,D43,NO,Black,NA,NA,NA,Criminal Harassment,YES,Racial
2020,2020-05-25,D32,NO,Black,Jewish,NA,NA,Mischief Under $5000,NO,Racial
2020,2020-05-25,D52,NO,NA,NA,NA,NA,Assault,NO,Age
2020,2020-05-26,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2020,2020-05-26,D52,NO,NA,NA,NA,NA,Mischief Under $5000,YES,Age
2020,2020-05-26,D52,NO,NA,Muslim,NA,NA,"Mischief To Religious Property, Educational Institutions, Etc.",NO,Religious
2020,2020-05-29,D32,NO,Black,NA,NA,NA,Mischief Under $5000,YES,Racial
2020,2020-05-30,D52,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2020,2020-05-30,D52,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2020,2020-05-30,D32,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2020,2020-06-01,D14,NO,NA,NA,Lesbian,NA,Criminal Harassment,YES,Sexual Orientation
2020,2020-06-01,D41,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2020,2020-06-02,D23,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2020,2020-06-02,D32,NO,Black,Jewish,NA,NA,Mischief Under $5000,NO,Racial
2020,2020-06-03,D11,NO,NA,NA,Gay,NA,Criminal Harassment,NO,Sexual Orientation
2020,2020-06-05,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2020,2020-06-06,D14,NO,NA,Jewish,NA,NA,Mischief Interfere With Property,NO,Religious
2020,2020-06-06,D41,NO,Black,NA,NA,NA,Assault,YES,Racial
2020,2020-06-09,D55,NO,Black,NA,NA,NA,Mischief Interfere With Property,YES,Racial
2020,2020-06-11,D31,NO,Black,NA,NA,NA,Mischief Interfere With Property,NO,Racial
2020,2020-06-13,D52,NO,NA,Muslim,NA,NA,"Mischief To Religious Property, Educational Institutions, Etc.",NO,Religious
2020,2020-06-16,D51,NO,NA,Jewish,NA,NA,Assault,NO,Religious
2020,2020-06-16,D51,NO,NA,NA,NA,NA,Assault,YES,Age
2020,2020-06-18,D51,NO,Black,NA,NA,NA,Assault,YES,Racial
2020,2020-06-19,D51,NO,NA,NA,NA,NA,Assault With a Weapon,YES,Age
2020,2020-06-20,D22,NO,Black,NA,NA,NA,Mischief Interfere With Property,NO,Racial
2020,2020-06-21,D11,NO,Black,NA,NA,NA,Wilful Promotion of Hatred,NO,Racial
2020,2020-06-26,D51,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2020,2020-06-26,D32,NO,NA,NA,NA,NA,Mischief Under $5000,NO,Age
2020,2020-06-26,D55,NO,Black,NA,NA,NA,Criminal Harassment,YES,Racial
2020,2020-06-28,D22,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2020,2020-06-28,D22,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2020,2020-06-28,D55,NO,White,NA,NA,NA,Assault,YES,Racial
2020,2020-06-28,D55,NO,NA,Other Christian Religion,NA,NA,Mischief Under $5000,NO,Religious
2020,2020-06-30,D51,NO,NA,NA,NA,NA,Assault,YES,Age
2020,2020-07-02,D52,NO,White,NA,NA,NA,Assault With a Weapon,YES,Racial
2020,2020-07-03,D52,NO,NA,NA,NA,NA,Assault,YES,Age
2020,2020-07-06,D51,NO,NA,NA,Gay,NA,Criminal Harassment,NO,Sexual Orientation
2020,2020-07-06,D32,NO,NA,Jewish,NA,NA,Uttering Threats - Bodily Harm,NO,Religious
2020,2020-07-10,D52,NO,Black,Jewish,NA,NA,Mischief Under $5000,NO,Racial
2020,2020-07-16,D42,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2020,2020-07-17,D14,NO,Black,NA,NA,NA,Assault,YES,Racial
2020,2020-07-17,D42,NO,Black,Jewish,NA,NA,Mischief Under $5000,NO,Racial
2020,2020-07-18,D42,NO,East/Southeast Asian,NA,NA,NA,Assault,NO,Racial
2020,2020-07-19,D52,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2020,2020-07-20,D55,NO,NA,NA,Gay,NA,Uttering Threats - Bodily Harm,NO,Sexual Orientation
2020,2020-07-22,D41,NO,NA,NA,NA,NA,Assault,YES,Age
2020,2020-07-22,D22,NO,NA,Jewish,NA,NA,Wilful Promotion of Hatred,NO,Religious
2020,2020-07-23,D31,NO,Black,NA,NA,NA,Harassing Communications,NO,Racial
2020,2020-07-23,D11,NO,Black,NA,NA,NA,Disturbing Religious Worship Or Certain Meetings,NO,Racial
2020,2020-07-27,D53,NO,White,NA,NA,NA,Assault With a Weapon,NO,Racial
2020,2020-07-30,D31,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2020,2020-07-30,D22,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2020,2020-07-31,D51,NO,NA,NA,NA,Transgender Woman (Identifies As Woman),Criminal Harassment,NO,Gender
2020,2020-07-31,D32,NO,NA,Jewish,NA,NA,Uttering Threats - Property,NO,Religious
2020,2020-08-01,D43,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2020,2020-08-06,D31,NO,NA,Muslim,NA,NA,Uttering Threats - Bodily Harm,NO,Religious
2020,2020-08-07,D52,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2020,2020-08-11,D32,NO,NA,Jewish,NA,NA,Mischief Over $5000,NO,Religious
2020,2020-08-11,D52,NO,"Black, South Asian",NA,NA,NA,Uttering Threats - Bodily Harm,NO,Racial
2020,2020-08-12,D55,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2020,2020-08-12,D31,NO,South Asian,NA,NA,NA,Uttering Threats - Bodily Harm,NO,Racial
2020,2020-08-13,D55,NO,NA,NA,NA,NA,Mischief Under $5000,NO,Age
2020,2020-08-13,D31,NO,Black,NA,NA,NA,Mischief To Data,NO,Racial
2020,2020-08-15,D51,NO,NA,Jewish,2SLGBTQ+,NA,Mischief Under $5000,NO,Religious
2020,2020-08-16,D22,NO,NA,NA,NA,NA,Assault,YES,Age
2020,2020-08-18,D51,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2020,2020-08-19,D31,NO,NA,Muslim,NA,NA,Uttering Threats - Bodily Harm,NO,Religious
2020,2020-08-20,D51,NO,NA,NA,NA,NA,Mischief Under $5000,NO,Age
2020,2020-08-23,D52,NO,NA,NA,NA,NA,Assault,YES,Age
2020,2020-08-24,D23,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2020,2020-08-24,D22,NO,Black,Jewish,NA,NA,Mischief Under $5000,NO,Racial
2020,2020-08-24,D12,NO,NA,NA,Gay,NA,Mischief Under $5000,NO,Sexual Orientation
2020,2020-08-25,D22,NO,NA,Sikh,NA,NA,Assault,NO,Religious
2020,2020-08-27,D55,NO,Black,NA,NA,NA,Assault With a Weapon,YES,Racial
2020,2020-08-30,D14,NO,NA,Catholic,NA,NA,Mischief Under $5000,NO,Religious
2020,2020-08-31,D22,NO,NA,NA,NA,NA,Assault,NO,Age
2020,2020-08-31,NSA,NO,Black,NA,NA,NA,Assault,YES,Racial
2020,2020-09-03,D22,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2020,2020-09-03,D22,NO,NA,NA,NA,NA,Assault,NO,Age
2020,2020-09-05,D22,NO,NA,NA,NA,NA,Assault,NO,Age
2020,2020-09-08,D32,NO,NA,Jewish,NA,NA,Wilful Promotion of Hatred,NO,Religious
2020,2020-09-08,D22,NO,NA,NA,Lesbian,NA,Criminal Harassment,NO,Sexual Orientation
2020,2020-09-08,D13,NO,NA,NA,Lesbian,NA,Criminal Harassment,YES,Sexual Orientation
2020,2020-09-09,D51,NO,White,NA,NA,NA,Assault,YES,Racial
2020,2020-09-09,D42,NO,NA,NA,NA,NA,Mischief Under $5000,NO,Age
2020,2020-09-09,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2020,2020-09-10,D22,NO,South Asian,NA,NA,NA,Assault,NO,Racial
2020,2020-09-11,D22,NO,NA,Jewish,NA,NA,Assault,YES,Religious
2020,2020-09-11,D14,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2020,2020-09-13,D55,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2020,2020-09-14,D55,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2020,2020-09-17,D13,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2020,2020-09-17,D51,NO,South Asian,NA,NA,NA,Assault,NO,Racial
2020,2020-09-20,D51,NO,NA,NA,NA,NA,Assault,NO,Age
2020,2020-09-23,D13,NO,NA,Catholic,NA,NA,"Mischief To Religious Property, Educational Institutions, Etc.",NO,Religious
2020,2020-09-25,D11,NO,NA,NA,NA,Transgender Woman (Identifies As Woman),Assault,NO,Gender
2020,2020-09-29,D43,NO,NA,NA,NA,NA,Assault With a Weapon,YES,Age
2020,2020-09-29,D43,NO,Black,NA,NA,NA,Mischief Interfere With Property,NO,Racial
2020,2020-09-30,D32,NO,NA,NA,NA,NA,Assault,NO,Age
2020,2020-09-30,D55,NO,NA,NA,Gay,NA,Criminal Harassment,NO,Sexual Orientation
2020,2020-10-02,D55,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2020,2020-10-03,D52,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2020,2020-10-05,D55,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2020,2020-10-09,D32,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2020,2020-10-11,D32,NO,NA,NA,NA,NA,Mischief Under $5000,NO,Age
2020,2020-10-12,D52,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2020,2020-10-13,D53,NO,NA,NA,NA,NA,Assault With a Weapon,NO,Age
2020,2020-10-14,D55,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2020,2020-10-15,D53,NO,NA,NA,Gay,NA,Assault,NO,Sexual Orientation
2020,2020-10-15,D22,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2020,2020-10-15,D11,NO,Black,Jewish,NA,NA,Mischief Under $5000,NO,Racial
2020,2020-10-15,D51,NO,Black,NA,NA,NA,Uttering Threats - Bodily Harm,YES,Racial
2020,2020-10-17,D51,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2020,2020-10-17,D42,NO,NA,NA,NA,NA,Criminal Harassment,YES,Age
2020,2020-10-21,D55,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2020,2020-10-25,D32,NO,NA,NA,NA,NA,Wilful Promotion of Hatred,NO,Age
2020,2020-10-25,D55,NO,Black,Jewish,NA,NA,Mischief Under $5000,NO,Racial
2020,2020-10-25,D33,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2020,2020-10-26,D33,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2020,2020-10-26,D13,NO,NA,NA,Gay,NA,Mischief Under $5000,YES,Sexual Orientation
2020,2020-10-27,D14,NO,NA,Jewish,NA,NA,"Mischief To Religious Property, Educational Institutions, Etc.",NO,Religious
2020,2020-10-28,D32,NO,NA,Jewish,NA,NA,Assault,NO,Religious
2020,2020-10-29,D52,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2020,2020-10-31,D43,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2020,2020-11-02,D22,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2020,2020-11-03,D55,NO,NA,Jewish,NA,NA,Criminal Harassment,NO,Religious
2020,2020-11-03,D55,NO,Black,NA,NA,NA,Harassing Communications,NO,Racial
2020,2020-11-05,D53,NO,Black,NA,NA,NA,Assault,NO,Racial
2020,2020-11-06,D51,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2020,2020-11-07,D42,NO,NA,NA,NA,NA,Assault,NO,Age
2020,2020-11-10,D55,NO,Black,Jewish,NA,NA,Mischief Under $5000,NO,Racial
2020,2020-11-11,D55,NO,NA,NA,2SLGBTQ+,NA,Criminal Harassment,NO,Sexual Orientation
2020,2020-11-11,D33,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2020,2020-11-12,D52,NO,White,NA,NA,NA,Uttering Threats - Bodily Harm,YES,Racial
2020,2020-11-14,NSA,NO,NA,Catholic,NA,NA,Assault,NO,Religious
2020,2020-11-16,D11,NO,Black,NA,NA,NA,Disturbing Religious Worship Or Certain Meetings,NO,Racial
2020,2020-11-23,D55,NO,NA,NA,NA,NA,Assault,YES,Age
2020,2020-11-25,D41,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2020,2020-11-25,D51,NO,NA,Jewish,NA,NA,Assault Peace Officer,YES,Religious
2020,2020-11-27,D43,NO,NA,Muslim,NA,NA,Assault,NO,Religious
2020,2020-11-28,D22,NO,Black,Jewish,NA,NA,Mischief Under $5000,NO,Racial
2020,2020-12-01,D14,NO,NA,NA,NA,NA,Assault With a Weapon,YES,Age
2020,2020-12-04,D14,NO,NA,Catholic,NA,NA,"Mischief To Religious Property, Educational Institutions, Etc.",YES,Religious
2020,2020-12-07,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2020,2020-12-08,D55,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2020,2020-12-11,D51,NO,Black,NA,NA,NA,Uttering Threats - Bodily Harm,YES,Racial
2020,2020-12-13,D14,NO,NA,Catholic,NA,NA,"Mischief To Religious Property, Educational Institutions, Etc.",YES,Religious
2020,2020-12-17,D31,NO,NA,Jewish,NA,NA,Harassing Communications,NO,Religious
2020,2020-12-18,D55,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2020,2020-12-19,D14,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2020,2020-12-21,D33,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2020,2020-12-22,D33,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2020,2020-12-22,D51,NO,NA,Muslim,NA,NA,Uttering Threats - Bodily Harm,NO,Religious
2020,2020-12-23,D14,NO,NA,Catholic,NA,NA,"Mischief To Religious Property, Educational Institutions, Etc.",YES,Religious
2020,2020-12-23,D41,NO,NA,Jewish,NA,NA,Mischief Interfere With Property,NO,Religious
2021,2021-01-01,D31,NO,White,NA,2SLGBTQ+,NA,Mischief Under $5000,NO,Racial
2021,2021-01-01,D43,NO,NA,NA,NA,Transgender Woman (Identifies As Woman),Criminal Harassment,NO,Gender
2021,2021-01-02,D53,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2021,2021-01-04,D32,NO,NA,Jewish,NA,NA,Disturbing Religious Worship Or Certain Meetings,NO,Religious
2021,2021-01-12,D13,NO,White,NA,NA,NA,Assault,NO,Racial
2021,2021-01-13,D42,NO,East/Southeast Asian,NA,NA,NA,Assault,NO,Racial
2021,2021-01-17,D51,NO,Black,NA,NA,NA,Assault,NO,Racial
2021,2021-01-22,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2021,2021-01-24,D52,NO,NA,Catholic,NA,NA,"Mischief To Religious Property, Educational Institutions, Etc.",NO,Religious
2021,2021-01-26,D51,NO,Other race not mentioned,NA,NA,NA,Mischief Under $5000,NO,Racial
2021,2021-01-27,D51,NO,NA,NA,NA,NA,Uttering Threats - Bodily Harm,YES,Age
2021,2021-01-28,D41,NO,NA,Jewish,2SLGBTQ+,NA,Mischief Under $5000,NO,Religious
2021,2021-01-28,D32,NO,Black,NA,NA,NA,Other Criminal Code Offence Not Listed,NO,Racial
2021,2021-01-28,D43,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2021,2021-02-02,D52,NO,NA,Jewish,NA,NA,Assault,NO,Religious
2021,2021-02-06,D55,NO,Black,NA,NA,NA,Disturbing Religious Worship Or Certain Meetings,NO,Racial
2021,2021-02-10,D51,NO,Black,NA,NA,NA,Assault,NO,Racial
2021,2021-02-15,D33,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2021,2021-02-16,D22,NO,NA,Jewish,NA,NA,Uttering Threats - Bodily Harm,NO,Religious
2021,2021-02-16,D43,NO,Black,NA,NA,NA,Uttering Threats - Bodily Harm,YES,Racial
2021,2021-02-16,D43,NO,East/Southeast Asian,NA,NA,NA,Uttering Threats - Bodily Harm,YES,Racial
2021,2021-02-20,D22,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2021,2021-02-22,D32,NO,NA,NA,Gay,NA,Uttering Threats - Bodily Harm,YES,Sexual Orientation
2021,2021-02-23,D51,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2021,2021-02-24,D52,NO,East/Southeast Asian,NA,NA,NA,Assault With a Weapon,NO,Racial
2021,2021-02-25,D32,NO,East/Southeast Asian,NA,NA,NA,Uttering Threats - Bodily Harm,NO,Racial
2021,2021-02-26,D12,NO,NA,NA,NA,NA,Assault,YES,Age
2021,2021-02-27,D51,NO,NA,Muslim,NA,NA,Assault With a Weapon,YES,Religious
2021,2021-02-28,D42,NO,East/Southeast Asian,NA,NA,NA,Assault,NO,Racial
2021,2021-03-01,D53,NO,Black,NA,NA,Transgender Woman (Identifies As Woman),Uttering Threats - Bodily Harm,YES,Racial
2021,2021-03-01,D23,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2021,2021-03-02,D55,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2021,2021-03-02,D23,NO,Black,NA,NA,NA,Uttering Threats - Bodily Harm,NO,Racial
2021,2021-03-07,D55,NO,NA,Muslim,NA,NA,Mischief Under $5000,NO,Religious
2021,2021-03-08,D32,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2021,2021-03-10,D22,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2021,2021-03-10,D53,NO,Black,NA,NA,NA,Mischief Interfere With Property,YES,Racial
2021,2021-03-11,D42,NO,NA,Muslim,NA,NA,Assault,YES,Religious
2021,2021-03-12,D52,NO,East/Southeast Asian,NA,NA,NA,Assault,NO,Racial
2021,2021-03-13,D14,NO,NA,NA,NA,NA,Harassing Communications,NO,Age
2021,2021-03-14,D51,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2021,2021-03-14,D32,NO,NA,Jewish,NA,NA,Mischief Interfere With Property,NO,Religious
2021,2021-03-15,D32,NO,NA,NA,2SLGBTQ+,NA,Mischief Under $5000,NO,Sexual Orientation
2021,2021-03-18,D55,NO,Black,NA,2SLGBTQ+,NA,Wilful Promotion of Hatred,NO,Racial
2021,2021-03-19,D12,NO,NA,Jewish,NA,NA,Uttering Threats - Bodily Harm,YES,Religious
2021,2021-03-20,D11,NO,East/Southeast Asian,NA,NA,NA,Assault,YES,Racial
2021,2021-03-20,D14,NO,NA,Muslim,NA,NA,Mischief Under $5000,NO,Religious
2021,2021-03-22,D14,NO,NA,Jewish,NA,Woman,Uttering Threats - Bodily Harm,NO,Religious
2021,2021-03-22,D42,NO,East/Southeast Asian,NA,NA,NA,Mischief Under $5000,NO,Racial
2021,2021-03-23,D51,NO,East/Southeast Asian,NA,NA,NA,Mischief Under $5000,NO,Racial
2021,2021-03-23,D43,NO,NA,NA,Gay,NA,Uttering Threats - Bodily Harm,NO,Sexual Orientation
2021,2021-03-25,D42,NO,NA,NA,NA,NA,Mischief Under $5000,NO,Age
2021,2021-03-25,D32,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2021,2021-03-25,D51,NO,East/Southeast Asian,NA,NA,NA,Mischief Under $5000,NO,Racial
2021,2021-03-25,D14,NO,East/Southeast Asian,NA,NA,NA,Uttering Threats - Bodily Harm,NO,Racial
2021,2021-03-25,D13,NO,NA,NA,NA,NA,Criminal Harassment,NO,Age
2021,2021-03-25,D52,NO,East/Southeast Asian,NA,NA,NA,Assault,NO,Racial
2021,2021-03-26,D42,NO,"Black, East/Southeast Asian",NA,NA,NA,Mischief Under $5000,NO,Racial
2021,2021-03-26,D31,NO,NA,Muslim,NA,NA,Sexual Assault,NO,Religious
2021,2021-03-27,D22,NO,"East/Southeast Asian, South Asian, Black",NA,NA,NA,Mischief Under $5000,NO,Racial
2021,2021-03-29,D42,NO,NA,Muslim,NA,NA,Assault,YES,Religious
2021,2021-03-30,D22,NO,East/Southeast Asian,NA,NA,NA,Assault,YES,Racial
2021,2021-03-30,D33,NO,NA,Muslim,NA,NA,Assault,NO,Religious
2021,2021-03-31,D52,NO,East/Southeast Asian,NA,NA,NA,Uttering Threats - Bodily Harm,YES,Racial
2021,2021-03-31,D43,NO,Black,NA,NA,Transgender,Mischief Under $5000,YES,Racial
2021,2021-03-31,D14,NO,East/Southeast Asian,NA,NA,NA,Uttering Threats - Bodily Harm,NO,Racial
2021,2021-04-01,D55,NO,South Asian,NA,NA,NA,Mischief Under $5000,NO,Racial
2021,2021-04-01,D41,NO,NA,NA,NA,NA,Assault,YES,Age
2021,2021-04-03,D51,NO,Black,Jewish,NA,Woman,Mischief Interfere With Property,NO,Racial
2021,2021-04-05,D12,NO,NA,NA,Gay,NA,Mischief Under $5000,NO,Sexual Orientation
2021,2021-04-06,D13,NO,NA,NA,NA,Woman,Mischief Under $5000,NO,Gender
2021,2021-04-09,D32,NO,East/Southeast Asian,NA,NA,NA,Assault With a Weapon,NO,Racial
2021,2021-04-09,D22,NO,Black,NA,NA,NA,Uttering Threats - Bodily Harm,NO,Racial
2021,2021-04-09,D14,NO,NA,NA,NA,Woman,Assault,YES,Gender
2021,2021-04-11,D11,NO,Black,NA,NA,NA,Uttering Threats - Bodily Harm,NO,Racial
2021,2021-04-11,D55,NO,East/Southeast Asian,NA,NA,NA,Assault,NO,Racial
2021,2021-04-11,D51,NO,East/Southeast Asian,NA,NA,NA,Assault,YES,Racial
2021,2021-04-11,D52,NO,East/Southeast Asian,NA,NA,NA,Assault With a Weapon,YES,Racial
2021,2021-04-15,D33,NO,NA,NA,NA,Transgender Woman (Identifies As Woman),Assault With a Weapon,NO,Gender
2021,2021-04-19,D51,NO,East/Southeast Asian,NA,NA,NA,Assault,YES,Racial
2021,2021-04-22,D55,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2021,2021-04-27,D11,NO,NA,NA,NA,Woman,Criminal Harassment,NO,Gender
2021,2021-04-28,D22,NO,NA,Jewish,2SLGBTQ+,NA,Mischief Under $5000,NO,Religious
2021,2021-04-29,D31,NO,"Black, East/Southeast Asian",NA,2SLGBTQ+,NA,Mischief Under $5000,NO,Racial
2021,2021-04-30,D14,NO,NA,Jewish,NA,NA,Mischief Under $5000,NO,Religious
2021,2021-04-30,D32,NO,NA,NA,NA,NA,Mischief Under $5000,NO,Age
2021,2021-05-01,D51,NO,Black,NA,NA,NA,Mischief Interfere With Property,NO,Racial
2021,2021-05-02,D33,NO,NA,Muslim,NA,NA,Uttering Threats - Bodily Harm,NO,Religious
2021,2021-05-05,D23,NO,NA,Jewish,NA,Woman,Mischief Under $5000,NO,Religious
2021,2021-05-05,D51,NO,Black,NA,NA,NA,Assault,YES,Racial
2021,2021-05-10,D53,NO,East/Southeast Asian,NA,NA,NA,Assault,YES,Racial
2021,2021-05-10,D12,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
2021,2021-05-11,D55,NO,Black,Jewish,NA,NA,Mischief Under $5000,NO,Racial
2021,2021-05-11,D23,NO,NA,Muslim,NA,NA,Uttering Threats - Bodily Harm,NO,Religious
2021,2021-05-11,D51,NO,Black,NA,NA,NA,Mischief Under $5000,NO,Racial
